EquipID,License#,Year,Make,Model,Description,Dept,InServiceDate,Estimated Replacement Year,Equipment Type,InServiceCost,Asset Weight Category,System Group,Fuel Type
35872,,2022,CATP,299D3XE,MULTI TERRAIN LOADER,DPR,03/22/2023,2030,LOADER - SKID STEER,"$205,077.57",OFFROAD MEDIUM,CONSTRUCTION,DSL
31313,50831D,2010,PETE,367,DUMP TRUCK 60000 GVWR,SPU,12/13/2010,2023,TRUCK - DUMP TRUCK,"$203,947.37",CLASS 8,TRUCK,DSL
36264,80546D,2024,ISUZ,NRR,TRUCK 2WD REFUSE PACKER,DPR,02/13/2025,2035,TRUCK - REFUSE PACKER,"$202,981.81",CLASS 5,TRUCK,DSL
33080,59984D,2015,FORD,E450,MEDIC AID VAN - BRAUN,SFD,07/20/2015,2023,MEDIC UNIT - XL HYBRID,"$202,647.26",CLASS 4,MEDIC UNIT,UNL
33085,61750D,2015,FORD,E450,MEDIC AID VAN - BRAUN,SFD,09/28/2016,2024,MEDIC UNIT,"$201,778.37",CLASS 4,MEDIC UNIT,UNL
EG5448,23206D,1995,KENW,T800,TRUCK - SOLID WASTE,SPU,11/02/1995,2003,TRUCK - HEAVY,"$201,672.71",CLASS 8,TRUCK,
33504,64616D,2017,FREI,UTILIMASTER,CARGO - FREI MT45 CHASSIS WITH UTILIMAST,SCL,06/19/2017,2032,VAN - WALKIN,"$201,556.60",CLASS 5,VAN,DSL
33082,62798D,2015,FORD,E450,MEDIC AID VAN - BRAUN,SFD,03/03/2016,2024,MEDIC UNIT - XL HYBRID,"$199,223.05",CLASS 4,MEDIC UNIT,UNL
33081,61346D,2015,FORD,E450,MEDIC AID VAN - BRAUN,SFD,01/11/2016,2024,MEDIC UNIT - XL HYBRID,"$198,386.57",CLASS 4,MEDIC UNIT,UNL
33392,61788D,2016,FREI,MT55,VAN - WALKIN CARGO 2WD - CCTV CAMERA TRUCK,SPU,10/28/2016,2026,VAN - WALKIN,"$196,462.34",CLASS 6,VAN,DSL
34840,,2018,CATP,420F2,CAT 420F2 LOADER BACKHOE W/ATTACHMENTS,SPU,04/10/2019,2026,LOADER - BACKHOE,"$196,399.68",OFFROAD HEAVY,CONSTRUCTION,DSL
35123,72124D,2020,FORD,F550,TRUCK SIGNAL MAINTENANCE,SDOT,08/25/2021,2033,AERIAL - BUCKET,"$196,384.06",CLASS 5,TRUCK,DSL
71237,,1996,CATP,315L,EXCAVATOR - 16 TON SLASHBUSTER 480S,SCL,06/17/1997,2012,EXCAVATOR,"$195,818.03",OFFROAD HEAVY,CONSTRUCTION,DSL
34726,71631D,2020,FORD,F550,PICKUP EXT CAB 4WD - WILDLAND FIRE,SPU,01/14/2021,2031,TRUCK - HEAVY,"$195,433.39",CLASS 5,FIRE APPARATUS,DSL
34887,61936D,2019,KENW,T880,TRUCK - SOLID WASTE,SPU,01/28/2019,2034,TRUCK - HEAVY,"$195,201.03",CLASS 8,TRUCK,DSL
34888,61938D,2019,KENW,T880,TRUCK - SOLID WASTE,SPU,01/28/2019,2029,TRUCK - HEAVY,"$195,201.03",CLASS 8,TRUCK,DSL
34889,61937D,2019,KENW,T880,TRUCK - SOLID WASTE,SPU,01/28/2019,2034,TRUCK - HEAVY,"$195,201.03",CLASS 8,TRUCK,DSL
35124,72917D,2021,FORD,F550,TRUCK SIGNAL MAINTENANCE,SDOT,08/25/2021,2033,AERIAL - PLATFORM,"$194,941.11",CLASS 5,TRUCK,DSL
33083,61638D,2015,FORD,E450,MEDIC AID VAN - BRAUN,SFD,04/19/2016,2024,MEDIC UNIT - XL HYBRID,"$194,640.52",CLASS 4,MEDIC UNIT,UNL
33094,60075D,2015,FREI,MT45,CARGO - STEP VAN 14` BODY,SCL,08/06/2015,2030,VAN - WALKIN,"$194,410.00",CLASS 5,VAN,DSL
35936,,2022,CATP,CS11GC,ROLLER - COMPACTOR CS11GC,SPU,07/25/2023,2036,ROLLER,"$193,714.73",CLASS 6,CONSTRUCTION,DSL
70751,,2010,CATP,930H,WHEEL LOADER - 28700 LB,SCL,12/17/2009,2025,LOADER - WHEEL,"$191,839.41",OFFROAD HEAVY,CONSTRUCTION,DSL
33520,61734D,2016,FORD,F550,BUCKET TRUCK,SCL,07/20/2017,2031,TRUCK - AERIAL - BUCKET,"$191,094.00",CLASS 5,TRUCK,DSL
70038,38239D,2004,INTR,4400,TRUCK - FLATBED - CRANE - CLASS 7,SCL,12/21/2004,2019,TRUCK - FLATBED,"$190,657.43",CLASS 7,TRUCK,DSL
32127,56115D,2013,MACK,GU713,TRUCK - DUMP 12 YARD TUB,SPU,05/08/2013,2025,TRUCK - DUMP TRUCK,"$189,091.65",CLASS 6,TRUCK,DSL
34398,67441D,2018,MGSX,AXLETRLR,TRAILER GENSET PUMP,SPU,03/21/2019,2029,TRAILER,"$188,640.94",CLASS 2,TRAILER,DSL
34446,67440D,2018,MGSX,AXLETRLR,TRAILER - GENSET PUMP,SPU,03/21/2019,2029,TRAILER,"$188,640.94",CLASS 2,TRAILER,DSL
34846,67427D,2017,MGSX,AXLETRLR,TRAILER GENSET PUMP,SPU,03/21/2019,2029,TRAILER,"$188,640.94",CLASS 2,TRAILER,DSL
33099,61621D,2015,FORD,F550,AERIAL BUCKET TRUCK 40` - DSL 4WD,SCL,04/27/2016,2030,TRUCK - AERIAL - BUCKET,"$185,720.00",CLASS 5,TRUCK,DSL
33521,61735D,2016,FORD,F550,BUCKET TRUCK,SCL,04/06/2017,2032,TRUCK - AERIAL - BUCKET,"$185,538.00",CLASS 5,TRUCK,DSL
35228,72774D,2020,ALTC,TS40PT,WITH CAPSTAN; TRAILER-PULLER/TENSIONER 4K LBS,SCL,09/20/2022,2042,TRAILER,"$185,270.46",CLASS 3,TRAILER,DSL
35722,72772D,2020,ALTC,TS40PT,WITH CAPSTAN; TRAILER-PULLER/TENSIONER 4K LBS,SCL,09/21/2022,2042,TRAILER,"$185,270.46",CLASS 3,TRAILER,DSL
31660,51347D,2012,PETE,348,TRUCK - SOLID WASTE,SPU,09/01/2012,2022,TRUCK - HEAVY,"$184,790.29",CLASS 8,TRUCK,DSL
34542,,2017,JNDR,6110M,BOOM MOUNTED FLAIL MOWER,DPR,07/13/2018,2028,TRACTOR - MOWER,"$183,929.35",OFFROAD HEAVY,LANDSCAPE,DSL
33098,61620D,2015,FORD,F550,AERIAL BUCKET TRUCK 40` - DSL 4WD,SCL,04/27/2016,2030,TRUCK - AERIAL - BUCKET,"$182,761.00",CLASS 5,TRUCK,DSL
5335,15934D,1993,PETE,320,TRUCK - COMMUNICATIONS UNIT,SFD,11/12/1993,2029,TRUCK - HEAVY,"$182,622.90",CLASS 8,TRUCK,DSL
33084,61726D,2015,FORD,E450,MEDIC AID VAN - BRAUN,SFD,10/20/2016,2024,MEDIC UNIT,"$182,566.21",CLASS 4,MEDIC UNIT,UNL
33506,64617D,2017,FREI,UTILIMASTER,CARGO - FREI MT45 CHASSIS WITH UTILIMAST,SCL,06/21/2017,2032,VAN - WALKIN,"$182,083.66",CLASS 5,VAN,DSL
33507,64618D,2017,FREI,UTILIMASTER,CARGO - FREI MT45 CHASSIS WITH UTILIMAST,SCL,06/20/2017,2032,VAN - WALKIN,"$182,083.66",CLASS 5,VAN,DSL
33928,64382D,2017,FORD,F550,TRUCK 37` AERIAL BUCKET W/ JEMS HYBRID UNIT,SDOT,01/16/2018,2030,TRUCK - AERIAL - BUCKET,"$181,761.29",CLASS 5,TRUCK,DSL
34494,,2017,JNDR,6110M,BOOM MOUNTED FLAIL MOWER,DPR,05/22/2018,2028,TRACTOR - MOWER,"$181,544.25",OFFROAD HEAVY,LANDSCAPE,DSL
33097,61364D,2015,FREI,MT45,CARGO - STEP VAN 12` BODY,SCL,05/18/2016,2029,VAN - WALKIN,"$181,307.26",CLASS 5,VAN,DSL
35900,79451D,2023,FORD,F550,2WD FLAT BED WELDER TRUCK CRANE,DPR,09/06/2024,2034,NONE,"$180,679.54",CLASS 5,TRUCK,DSL
35694,72775D,2020,ALTC,TS40PT,WITHOUT CAPSTAN; TRAILER-PULLER/TENSIONER 4K LBS,SCL,09/22/2022,2042,TRAILER,"$180,270.44",CLASS 3,TRAILER,DSL
35721,72771D,2020,ALTC,TS40PT,WITHOUT CAPSTAN; TRAILER-PULLER/TENSIONER 4K LBS,SCL,09/21/2022,2042,TRAILER,"$180,270.44",CLASS 3,TRAILER,DSL
33848,64372D,2016,FORD,F550,40` AERIAL BUCKET,SDOT,01/25/2018,2030,TRUCK - AERIAL - BUCKET - EPTO,"$180,182.94",CLASS 5,TRUCK,DSL
33500,61609D,2016,FORD,E450,CARGO - BOOKMOBILE SERVICES VAN,SPL,02/23/2016,2036,VAN - WALKIN,"$180,121.36",CLASS 4,VAN,UNL
34347,78596D,2022,FORD,F550,PICKUP SERVICE BODY 4X4 DSL,SCL,10/23/2023,2033,TRUCK - HEAVY,"$180,106.39",CLASS 5,TRUCK,DSL
33086,63719D,2015,FORD,E450,MEDIC AID VAN - BRAUN,SFD,03/24/2017,2025,MEDIC UNIT - XL HYBRID,"$179,455.27",CLASS 4,MEDIC UNIT,UNL
35149,,2020,CASE,590SN,BACKHOE,SDOT,07/23/2020,2027,LOADER - BACKHOE,"$179,373.15",OFFROAD MEDIUM,CONSTRUCTION,DSL
35145,,2020,CASE,590SN,BACKHOE,SDOT,09/18/2020,2027,LOADER - BACKHOE,"$179,020.14",OFFROAD MEDIUM,CONSTRUCTION,DSL
34960,67465D,2020,KENW,T880,TRUCK - SOLID WASTE,SPU,06/26/2019,2030,TRUCK - HEAVY,"$178,827.56",CLASS 7,TRUCK,DSL
34961,67466D,2019,KENW,T880,TRUCK - SOLID WASTE,SPU,06/26/2019,2029,TRUCK - HEAVY,"$178,827.56",CLASS 7,TRUCK,DSL
34962,67467D,2020,KENW,T880,TRUCK - SOLID WASTE,SPU,06/26/2019,2030,TRUCK - HEAVY,"$178,827.56",CLASS 7,TRUCK,DSL
34963,67468D,2020,KENW,T880,TRUCK - SOLID WASTE,SPU,06/26/2019,2030,TRUCK - HEAVY,"$178,827.56",CLASS 7,TRUCK,DSL
34964,67345D,2020,KENW,T880,TRUCK - SOLID WASTE,SPU,06/26/2019,2030,TRUCK - HEAVY,"$178,827.56",CLASS 7,TRUCK,DSL
34965,67346D,2020,KENW,T880,TRUCK - SOLID WASTE,SPU,06/26/2019,2030,TRUCK - HEAVY,"$178,827.56",CLASS 7,TRUCK,DSL
34966,67347D,2020,KENW,T880,TRUCK - SOLID WASTE,SPU,06/26/2019,2030,TRUCK - HEAVY,"$178,827.56",CLASS 7,TRUCK,DSL
35122,69636D,2019,FORD,F650,ATTENUATOR BRIDGE TRUCK,SDOT,03/10/2020,2030,TRUCK - FLATBED,"$178,450.71",CLASS 7,TRUCK,DSL
34434,67421D,2019,PETE,337,7 YARD DUMP,DPR,03/14/2019,2031,TRUCK - HEAVY,"$178,171.80",CLASS 7,TRUCK,DSL
33503,,2017,HOST,HST6000YS,SELF PROPELLED BOAT TRAILER,SCL,05/01/2019,2045,TRAILER - BOAT,"$178,035.00",OFFROAD HEAVY,TRAILER,UNL
76101,45116D,2007,PETE,378,TRUCK - 12 YD DUMP - CLASS 8,SCL,06/14/2007,2022,TRUCK - DUMP TRUCK,"$177,474.13",CLASS 8,TRUCK,DSL
76102,45117D,2007,PETE,335,TRUCK - 12 YD DUMP - CLASS 8,SCL,06/14/2007,2022,TRUCK - DUMP TRUCK,"$177,474.13",CLASS 8,TRUCK,DSL
76103,45118D,2007,PETE,335,TRUCK - 12 YD DUMP - CLASS 8,SCL,06/14/2007,2022,TRUCK - DUMP TRUCK,"$177,474.13",CLASS 8,TRUCK,DSL
56561,42687D,2005,PETE,330,TRUCK - AERIAL LIFT 40` - CLASS 6,SPU,06/30/2006,2018,TRUCK - AERIAL - BUCKET,"$177,156.86",CLASS 6,TRUCK,DSL
34454,,2017,JNDR,6110M,WITH FLAIL MOWER ATTACHMENT,SDOT,07/25/2018,2028,TRACTOR - MOWER,"$175,329.79",OFFROAD HEAVY,LANDSCAPE,DSL
33927,66181D,2017,FORD,F750,DUMPING CHIP BODY,DPR,03/21/2018,2028,TRUCK - HEAVY,"$175,144.31",CLASS 7,TRUCK,DSL
34451,,2017,JNDR,6110M,WITH FLAIL MOWER ATTACHMENT,SDOT,06/14/2018,2028,TRACTOR - MOWER,"$175,119.70",OFFROAD HEAVY,LANDSCAPE,DSL
34453,,2017,JNDR,6110M,WITH FLAIL MOWER ATTACHMENT,SDOT,08/10/2018,2028,TRACTOR - MOWER,"$175,090.44",OFFROAD HEAVY,LANDSCAPE,DSL
31463,,2011,CASE,590SM,BACKHOE LOADER - 4X4,SCL,10/26/2010,2021,LOADER - BACKHOE,"$175,000.00",OFFROAD HEAVY,CONSTRUCTION,DSL
70310,31801D,2000,FREI,FL60,TRUCK - FLATBED - CLASS 6,SCL,10/04/2000,2015,TRUCK - FLATBED,"$175,000.00",CLASS 6,TRUCK,DSL
35463,71720D,2021,PETE,337,HORTICULTURE,DPR,05/07/2021,2031,TRUCK - DUMP TRUCK,"$174,815.25",CLASS 8,TRUCK,DSL
34452,,2017,JNDR,6110M,WITH FLAIL MOWER ATTACHMENT,SDOT,06/22/2018,2028,TRACTOR - MOWER,"$174,656.70",OFFROAD HEAVY,LANDSCAPE,DSL
34866,,2018,JNDR,6110M,SKIP LOADER REAR DECK,SCL,06/17/2019,2029,TRACTOR - MOWER,"$174,461.55",OFFROAD LIGHT,LANDSCAPE,DSL
35465,71721D,2021,PETE,337,HORTICULTURE,DPR,05/07/2021,2031,TRUCK - DUMP TRUCK,"$174,152.30",CLASS 8,TRUCK,DSL
33096,61363D,2015,FREI,MT45,CARGO - STEP VAN 12` BODY,SCL,03/17/2016,2031,VAN - WALKIN,"$174,130.15",CLASS 5,VAN,DSL
34052,64373D,2018,PETE,337,7 YARD DUMP TRUCK,DPR,11/07/2017,2029,TRUCK - DUMP TRUCK,"$174,054.14",CLASS 7,TRUCK,DSL
34691,,2018,SAKA,GW751,VIBRATORY PNEUMATIC ROLLER,SDOT,06/28/2018,2030,ROLLER,"$173,287.59",OFFROAD LIGHT,CONSTRUCTION,DSL
32081,56142D,2013,FREI,MT55,CARGO VAN - WALK IN,SPU,02/03/2014,2024,VAN - WALKIN,"$172,953.42",CLASS 6,VAN,DSL
35324,71637D,2020,FORD,F550,FLATBED REEL CUTIN,SCL,05/05/2021,2028,TRUCK - FLATBED,"$172,803.24",CLASS 5,TRUCK,DSL
33596,,2016,CASE,590SN,4WD BACKHOE THUMB 4N1 BUCKET,SDOT,06/10/2016,2023,LOADER - BACKHOE,"$172,236.28",OFFROAD HEAVY,CONSTRUCTION,DSL
33533,61387D,2015,MERC,SPRINTER,"170"" EXTENDED HIGH ROOF CARGO VAN",FAS,08/11/2016,2026,NONE,"$172,064.03",CLASS 3,VAN,DSL
35716,75074D,2022,FORD,F350,PICKUP SERVICE BODY ENCLOSED 4X4 DSL,SCL,09/21/2023,2035,TRUCK - LIGHT,"$170,868.49",CLASS 3,PICKUP,DSL
35477,,2020,CATP,420,BACKHOE TRACTOR - LOADER,SPU,04/06/2021,2030,TRACTOR - LOADER,"$170,596.65",OFFROAD HEAVY,CONSTRUCTION,DSL
35486,,2020,CATP,420,BACKHOE TRACTOR - LOADER,SPU,04/06/2021,2030,TRACTOR - LOADER,"$170,596.65",OFFROAD HEAVY,CONSTRUCTION,DSL
35258,72723D,2022,FORD,F350,PICKUP 4X4 SERVICE BODY DSL,SCL,09/21/2023,2035,TRUCK - LIGHT,"$170,034.94",CLASS 3,PICKUP,DSL
32100,54362D,2012,FORD,E450,CARGO VAN 2WD CSI UNIT WITH GENERATOR,SPD,01/30/2013,2025,VAN,"$170,027.26",CLASS 4,VAN,UNL
33132,,2015,CASE,590SN,BACKHOE LOADER 4WD,SDOT,06/11/2015,2024,LOADER - BACKHOE,"$169,025.09",OFFROAD HEAVY,CONSTRUCTION,DSL
33055,58940D,2015,SCHW,A4000,SWEEPER - REG. AIR 4.5YRD,SCL,06/30/2015,2030,SWEEPER - STREET,"$168,911.44",CLASS 6,TRUCK,DSL
34282,66232D,2018,PETE,567,12 YARD DUMP,SPU,06/08/2018,2028,TRUCK - DUMP TRUCK,"$168,830.30",CLASS 8,TRUCK,DSL
34286,66202D,2018,PETE,567,TRUCK 12 YARD DUMP,SPU,03/28/2018,2028,TRUCK - DUMP TRUCK,"$168,830.30",CLASS 8,TRUCK,DSL
34292,66233D,2018,PETE,567,12 YARD DUMP,SPU,06/21/2018,2028,TRUCK - DUMP TRUCK,"$168,830.30",CLASS 8,TRUCK,DSL
34447,64394D,2018,KENW,T800,TRUCK - SOLID WASTE,SPU,11/29/2017,2032,TRUCK - HEAVY,"$168,790.40",CLASS 8,TRUCK,DSL
34448,64395D,2018,KENW,T800,TRUCK - SOLID WASTE,SPU,12/11/2017,2032,TRUCK - HEAVY,"$168,790.40",CLASS 8,TRUCK,DSL
34279,66654D,2018,PETE,567,TRUCK - 12 YARD DUMP,SPU,08/28/2018,2028,TRUCK - DUMP TRUCK,"$168,568.66",CLASS 8,TRUCK,DSL
35238,71639D,2020,FORD,F550,FLATBED JEEP,SCL,07/14/2021,2031,TRUCK - FLATBED,"$168,312.53",CLASS 5,TRUCK,DSL
35689,73868D,2022,FORD,F350,PICKUP-FS 4X4 SERVICE BODY,SCL,09/14/2023,2035,TRUCK - LIGHT,"$167,400.82",CLASS 3,PICKUP,DSL
33129,,2015,CASE,590SN,BACKHOE LOADER 4WD,SDOT,05/22/2015,2024,LOADER - BACKHOE,"$167,227.53",OFFROAD HEAVY,CONSTRUCTION,DSL
36000,73848D,2022,KLMR,T2,TRACTOR - YARD - SOLID WASTE,SPU,10/07/2022,2032,YARD GOAT,"$166,647.00",CLASS 8,TRUCK,DSL
36001,74622D,2022,KLMR,T2,TRACTOR - YARD - SOLID WASTE,SPU,10/07/2022,2032,YARD GOAT,"$166,647.00",CLASS 8,TRUCK,DSL
34273,66127D,2018,PETE,348,VACTOR HYDRO-EXCAVATOR,SPU,01/30/2018,2025,TRUCK - EDUCTOR,"$166,603.54",CLASS 8,TRUCK,DSL
34274,65706D,2018,PETE,348,TRUCK - EDUCTOR - VACTOR,SPU,02/13/2018,2024,TRUCK - EDUCTOR,"$166,603.54",CLASS 8,TRUCK,DSL
34276,66195D,2018,PETE,348,TRUCK - EDUCTOR VACTOR COMBO/FAN,SPU,03/26/2018,2024,TRUCK - EDUCTOR,"$166,603.54",CLASS 8,TRUCK,DSL
34864,68801D,2019,FORD,F550,CREW CAB SERVICE BODY,SCL,11/06/2019,2034,TRUCK - FLATBED,"$166,349.14",CLASS 5,TRUCK,DSL
35322,71638D,2020,FORD,F550,FLATBED JEEP,SCL,02/17/2021,2031,TRUCK - FLATBED,"$166,205.00",CLASS 5,TRUCK,DSL
33971,,2017,CATP,259D,TRACKED,SCL,10/26/2017,2026,LOADER - SKID STEER,"$165,789.00",OFFROAD LIGHT,CONSTRUCTION,DSL
31779,,2011,CATP,420E,LOADER - BACKHOE,SPU,03/14/2012,2021,LOADER - BACKHOE,"$165,045.11",OFFROAD MEDIUM,CONSTRUCTION,DSL
33639,62726D,2017,PETE,320,TRUCK - EDUCTOR - CATCH BASIN CLEANER,SPU,01/11/2017,2025,TRUCK - EDUCTOR,"$164,418.03",CLASS 8,TRUCK,DSL
33640,62727D,2017,PETE,320,TRUCK - EDUCTOR -  CATCH BASIN CLEANER,SPU,04/17/2017,2024,TRUCK - EDUCTOR,"$164,418.03",CLASS 8,TRUCK,DSL
33693,62729D,2017,PETE,320,TRUCK - EDUCTOR - CATCH BASIN CLEANER,SPU,04/17/2017,2024,TRUCK - EDUCTOR,"$164,418.03",CLASS 8,TRUCK,DSL
33014,59681D,2016,PETE,337,TRUCK 2WD CLASS 7,DPR,06/05/2015,2027,TRUCK - HEAVY,"$163,820.45",CLASS 8,TRUCK,DSL
32078,56122D,2013,FREI,MT55,CARGO VAN - WALK IN,SPU,11/05/2013,2023,VAN - WALKIN,"$163,640.67",CLASS 6,VAN,DSL
31851,54983D,2013,PETE,348,TRUCK 3 YARD DUMP - CLASS 7,SCL,02/14/2013,2028,TRUCK - DUMP TRUCK,"$162,568.89",CLASS 7,TRUCK,DSL
34841,,2018,CATP,420F2,BACKHOE - LOADER - WITH ATTACHMENTS,SPU,01/23/2019,2026,LOADER - BACKHOE,"$162,492.19",OFFROAD HEAVY,CONSTRUCTION,DSL
35036,65212D,2019,LMKT,CIPPTLINER,TRAILER - PIPE RELINING,SPU,12/17/2019,2029,TRAILER - EQUIPMENT,"$162,319.75",CLASS 2,TRAILER,NON
33992,,2017,CATP,420F2IT,BACKHOE,SDOT,03/22/2018,2025,LOADER - BACKHOE,"$161,879.29",OFFROAD HEAVY,CONSTRUCTION,DSL
33002,59671D,2015,PETE,337,TRUCK 2WD CLASS 8,DPR,04/28/2015,2027,TRUCK - HEAVY,"$161,756.97",CLASS 8,TRUCK,DSL
33993,,2017,CATP,420F2IT,BACKHOE,SDOT,11/19/2017,2024,LOADER - BACKHOE,"$161,697.99",OFFROAD HEAVY,CONSTRUCTION,DSL
33003,59389D,2015,PETE,337,TRUCK 2WD CLASS 8,DPR,04/21/2015,2027,TRUCK - HEAVY,"$161,622.36",CLASS 8,TRUCK,DSL
33001,59380D,2015,PETE,337,TRUCK 2WD CLASS 7,DPR,04/30/2015,2027,TRUCK - HEAVY,"$161,606.91",CLASS 8,TRUCK,DSL
33900,71143D,2019,PETE,220,BOX TRUCK WITH LIFTGATE 26000GVW,SCL,07/21/2020,2035,TRUCK - HEAVY,"$161,411.42",CLASS 6,TRUCK,DSL
33265,61633D,2016,PETE,337,7YD DUMP,DPR,04/06/2016,2028,TRUCK - DUMP TRUCK,"$161,395.83",CLASS 8,TRUCK,DSL
35727,72776D,2022,KENW,T800,TRUCK - SOLID WASTE,SPU,,2032,TRUCK - HEAVY,"$161,113.39",CLASS 8,TRUCK,DSL
35728,73836D,2022,KENW,T800,TRUCK - SOLID WASTE,SPU,08/30/2022,2032,TRUCK - HEAVY,"$161,113.39",CLASS 8,TRUCK,DSL
35841,73837D,2022,KENW,T800,TRUCK - SOLID WASTE,SPU,08/30/2022,2032,TRUCK - HEAVY,"$161,113.39",CLASS 8,TRUCK,DSL
33679,62732D,2016,PETE,567,TRUCK 2WD - DRAINAGE,SPU,02/01/2017,2027,TRUCK - HEAVY,"$160,971.63",CLASS 8,TRUCK,DSL
33680,62785D,2017,PETE,567,TRUCK 2WD - DRAINAGE,SPU,02/17/2017,2027,TRUCK - HEAVY,"$160,971.63",CLASS 8,TRUCK,DSL
33681,62463D,2017,PETE,567,TRUCK 12YD DUMP 2WD,SPU,12/05/2016,2028,TRUCK - DUMP TRUCK,"$160,971.63",CLASS 8,TRUCK,DSL
33682,62786D,2017,PETE,567,TRUCK 2WD - 12YD DUMP,SPU,03/23/2017,2027,TRUCK - DUMP TRUCK,"$160,971.63",CLASS 8,TRUCK,DSL
33278,61344D,2016,PETE,567,TRUCK DUMP 12 YD CLASS 8,SPU,12/21/2015,2025,TRUCK - DUMP TRUCK,"$160,471.58",CLASS 8,TRUCK,DSL
33279,61343D,2016,PETE,567,TRUCK - DUMP 12 YD CLASS 8,SPU,12/21/2015,2025,TRUCK - DUMP TRUCK,"$160,471.58",CLASS 8,TRUCK,DSL
36126,76542D,2022,TITN,WALKINGFLR,TRAILER - WALKING FLOOR,SPU,03/15/2023,2033,TRAILER,"$159,971.02",CLASS 8,TRAILER,NON
36128,76544D,2022,TITN,WALKINGFLR,TRAILER - WALKING FLOOR,SPU,03/21/2023,2033,TRAILER,"$159,971.02",CLASS 8,TRAILER,NON
36129,76545D,2022,TITN,WALKINGFLR,TRAILER - WALKING FLOOR,SPU,03/21/2023,2033,TRAILER,"$159,971.02",CLASS 8,TRAILER,NON
36130,76546D,2022,TITN,WALKINGFLR,TRAILER - WALKING FLOOR,SPU,03/21/2023,2033,TRAILER,"$159,971.02",CLASS 8,TRAILER,NON
36131,76547D,2022,TITN,WALKINGFLR,TRAILER - WALKING FLOOR,SPU,03/21/2023,2033,TRAILER,"$159,971.02",CLASS 8,TRAILER,NON
36132,76548D,2022,TITN,WALKINGFLR,TRAILER - WALKING FLOOR,SPU,03/21/2023,2033,TRAILER,"$159,971.02",CLASS 8,TRAILER,NON
76563,45886D,2007,JNDR,624J,LOADER WHEEL - 32000 LB - 4WD,SPU,07/06/2007,2022,LOADER - WHEEL,"$159,458.89",OFFROAD HEAVY,CONSTRUCTION,DSL
31296,52866D,2010,PETE,330,DUMP TRUCK  33200 GVWR,SPU,10/01/2010,2022,TRUCK - DUMP TRUCK,"$158,969.34",CLASS 8,TRUCK,DSL
34560,,2017,CASE,590SN,CONSTRUCTION BACKHOE,DPR,10/01/2018,2027,LOADER - BACKHOE,"$158,959.34",OFFROAD HEAVY,CONSTRUCTION,DSL
33000,59365D,2015,PETE,337,TRUCK 2WD CLASS 7,DPR,05/06/2015,2027,TRUCK - HEAVY,"$158,769.51",CLASS 8,TRUCK,DSL
33326,58717D,2015,FREI,MT55,VAN - CARGO - WALK IN VAN,SPU,12/15/2015,2026,VAN - WALKIN,"$158,633.66",CLASS 6,VAN,DSL
75508,46714D,2007,PETE,335,TRUCK -FLATBED - ATTENUATOR,SDOT,09/20/2007,2024,TRUCK - HEAVY,"$158,314.19",CLASS 8,TRUCK,DSL
31315,50883D,2010,FORD,F550,TRUCK - AERIAL LIFT - 38 FT,SDOT,07/01/2011,2025,TRUCK - AERIAL - BUCKET,"$158,129.19",CLASS 5,TRUCK,DSL
32583,57726D,2013,TRIV,CREW,TRAILER 24` CREW,SPU,04/02/2014,2024,TRAILER - EQUIPMENT,"$158,067.07",CLASS 4,TRAILER,DSL
33725,&333994,2016,JNDR,85G,EXCAVATOR,SPU,07/22/2016,2023,EXCAVATOR,"$157,870.66",OFFROAD HEAVY,CONSTRUCTION,DSL
86626,47934D,2008,JNDR,624J,LOADER - WHEEL- 32000 LB - 4WD,SPU,07/22/2008,2023,LOADER - WHEEL,"$157,786.22",OFFROAD HEAVY,CONSTRUCTION,DSL
35685,73012D,2022,OSW,SDA4ARDL38,TRAILER-SIDE DUMP 38`,SCL,03/03/2022,2042,TRAILER,"$157,203.72",CLASS 8,TRAILER,NON
34475,66206D,2018,PETE,348,TRUCK - ROLL-OFF TRUCK - SOLID WASTE,SPU,04/05/2018,2033,TRUCK - HEAVY,"$157,180.90",CLASS 8,TRUCK,DSL
34505,74679D,2022,FORD,F450,AIR BOTTLE DELIVERY BODY,SFD,02/10/2023,2033,TRUCK - HEAVY,"$156,851.42",CLASS 5,TRUCK,UNL
32740,58592D,2014,TRIV,CREW,TRAILER CREW,SPU,09/12/2014,2029,TRAILER - EQUIPMENT,"$156,810.09",CLASS 4,TRAILER,DSL
35037,,2019,CATP,420F2,LOADER - BACKHOE - WATER TRANSMISSION GROUP,SPU,05/04/2020,2029,LOADER - BACKHOE,"$156,708.63",OFFROAD HEAVY,CONSTRUCTION,DSL
35038,,2019,CATP,420F2,LOADER - BACKHOE - WATER TRANSMISSION GROUP,SPU,03/09/2020,2029,LOADER - BACKHOE,"$156,708.63",OFFROAD HEAVY,CONSTRUCTION,DSL
33103,59338D,2015,FORD,E450,MEDIC AID VAN - BRAUN,SFD,02/19/2015,2023,MEDIC UNIT - XL HYBRID,"$156,604.18",CLASS 4,MEDIC UNIT,UNL
34467,66800D,2019,PETE,348,TRUCK - EDUCTOR VACTOR COMBO/FAN,SPU,01/14/2019,2026,TRUCK - EDUCTOR,"$156,287.76",CLASS 8,TRUCK,DSL
